n,register_e_symbol,omega_lower_case,omega_upper_case,liouville_function,prime_counter,tape_cp_n_start,register_psf_out,prime_square_free_counter,tape_psf_n_start,mobius_function_mu,mertens_function,semiprime,semiprime_counter
8122,M,3,3,-1,1021,L,F,4941,C,-1,11,false,2166
8123,P,1,1,-1,1022,M,F,4942,S,-1,10,false,2166
8124,M,3,4,1,1022,M,S,4942,S,0,10,false,2166
8125,M,2,5,-1,1022,M,S,4942,C,0,10,false,2166
8126,M,3,3,-1,1022,M,F,4943,S,-1,9,false,2166
8127,M,3,5,-1,1022,M,S,4943,S,0,9,false,2166
8128,M,2,7,-1,1022,M,S,4943,C,0,9,false,2166
8129,M,2,2,1,1022,M,F,4944,C,1,10,true,2167
8130,M,4,4,1,1022,M,F,4945,C,1,11,false,2167
8131,M,2,2,1,1022,M,F,4946,S,1,12,true,2168
8132,M,3,4,1,1022,M,S,4946,C,0,12,false,2168
8133,M,2,2,1,1022,M,F,4947,S,1,13,true,2169
8134,M,3,4,1,1022,M,S,4947,C,0,13,false,2169
8135,M,2,2,1,1022,M,F,4948,S,1,14,true,2170
8136,M,3,6,1,1022,M,S,4948,C,0,14,false,2170
8137,M,2,2,1,1022,M,F,4949,C,1,15,true,2171
8138,M,3,3,-1,1022,M,F,4950,C,-1,14,false,2171
8139,M,2,2,1,1022,M,F,4951,S,1,15,true,2172
8140,M,4,5,-1,1022,M,S,4951,C,0,15,false,2172
8141,M,2,2,1,1022,M,F,4952,C,1,16,true,2173
8142,M,4,4,1,1022,M,F,4953,C,1,17,false,2173
8143,M,2,2,1,1022,M,F,4954,S,1,18,true,2174
8144,M,2,5,-1,1022,M,S,4954,S,0,18,false,2174
8145,M,3,4,1,1022,M,S,4954,C,0,18,false,2174
8146,M,2,2,1,1022,L,F,4955,C,1,19,true,2175
8147,P,1,1,-1,1023,M,F,4956,S,-1,18,false,2175
8148,M,4,5,-1,1023,M,S,4956,C,0,18,false,2175
8149,M,2,2,1,1023,M,F,4957,S,1,19,true,2176
8150,M,3,4,1,1023,M,S,4957,C,0,19,false,2176
8151,M,4,4,1,1023,M,F,4958,S,1,20,false,2176
8152,M,2,4,1,1023,M,S,4958,C,0,20,false,2176
8153,M,2,2,1,1023,M,F,4959,S,1,21,true,2177
8154,M,3,5,-1,1023,M,S,4959,C,0,21,false,2177
8155,M,3,3,-1,1023,M,F,4960,S,-1,20,false,2177
8156,M,2,3,-1,1023,M,S,4960,C,0,20,false,2177
8157,M,2,2,1,1023,M,F,4961,C,1,21,true,2178
8158,M,2,2,1,1023,M,F,4962,C,1,22,true,2179
8159,M,2,2,1,1023,M,F,4963,S,1,23,true,2180
8160,M,4,8,1,1023,L,S,4963,C,0,23,false,2180
8161,P,1,1,-1,1024,M,F,4964,C,-1,22,false,2180
8162,M,4,4,1,1024,M,F,4965,S,1,23,false,2180
8163,M,2,3,-1,1024,M,S,4965,S,0,23,false,2180
8164,M,3,4,1,1024,M,S,4965,C,0,23,false,2180
8165,M,3,3,-1,1024,M,F,4966,C,-1,22,false,2180
8166,M,3,3,-1,1024,L,F,4967,C,-1,21,false,2180
8167,P,1,1,-1,1025,M,F,4968,S,-1,20,false,2180
8168,M,2,4,1,1025,M,S,4968,C,0,20,false,2180
8169,M,3,3,-1,1025,M,F,4969,C,-1,19,false,2180
8170,M,4,4,1,1025,L,F,4970,C,1,20,false,2180
8171,P,1,1,-1,1026,M,F,4971,S,-1,19,false,2180
8172,M,3,5,-1,1026,M,S,4971,C,0,19,false,2180
8173,M,2,2,1,1026,M,F,4972,C,1,20,true,2181
8174,M,3,3,-1,1026,M,F,4973,S,-1,19,false,2181
8175,M,3,4,1,1026,M,S,4973,S,0,19,false,2181
8176,M,3,6,1,1026,M,S,4973,C,0,19,false,2181
8177,M,3,3,-1,1026,M,F,4974,C,-1,18,false,2181
8178,M,4,4,1,1026,L,F,4975,C,1,19,false,2181
8179,P,1,1,-1,1027,M,F,4976,S,-1,18,false,2181
8180,M,3,4,1,1027,M,S,4976,S,0,18,false,2181
8181,M,2,5,-1,1027,M,S,4976,C,0,18,false,2181
8182,M,2,2,1,1027,M,F,4977,S,1,19,true,2182
8183,M,2,3,-1,1027,M,S,4977,S,0,19,false,2182
8184,M,4,6,1,1027,M,S,4977,C,0,19,false,2182
8185,M,2,2,1,1027,M,F,4978,C,1,20,true,2183
8186,M,2,2,1,1027,M,F,4979,C,1,21,true,2184
8187,M,2,2,1,1027,M,F,4980,S,1,22,true,2185
8188,M,3,4,1,1027,M,S,4980,C,0,22,false,2185
8189,M,2,2,1,1027,M,F,4981,S,1,23,true,2186
8190,M,5,6,1,1027,L,S,4981,C,0,23,false,2186
8191,P,1,1,-1,1028,M,F,4982,S,-1,22,false,2186
8192,M,1,13,-1,1028,M,S,4982,C,0,22,false,2186
8193,M,2,2,1,1028,M,F,4983,C,1,23,true,2187
8194,M,3,3,-1,1028,M,F,4984,C,-1,22,false,2187
8195,M,3,3,-1,1028,M,F,4985,S,-1,21,false,2187
8196,M,3,4,1,1028,M,S,4985,C,0,21,false,2187
8197,M,2,2,1,1028,M,F,4986,C,1,22,true,2188
8198,M,2,2,1,1028,M,F,4987,S,1,23,true,2189
8199,M,2,3,-1,1028,M,S,4987,S,0,23,false,2189
8200,M,3,6,1,1028,M,S,4987,C,0,23,false,2189
8201,M,2,2,1,1028,M,F,4988,C,1,24,true,2190
8202,M,3,3,-1,1028,M,F,4989,C,-1,23,false,2190
8203,M,2,2,1,1028,M,F,4990,S,1,24,true,2191
8204,M,3,4,1,1028,M,S,4990,C,0,24,false,2191
8205,M,3,3,-1,1028,M,F,4991,C,-1,23,false,2191
8206,M,3,3,-1,1028,M,F,4992,C,-1,22,false,2191
8207,M,2,2,1,1028,M,F,4993,S,1,23,true,2192
8208,M,3,8,1,1028,L,S,4993,C,0,23,false,2192
8209,P,1,1,-1,1029,M,F,4994,C,-1,22,false,2192
8210,M,3,3,-1,1029,M,F,4995,C,-1,21,false,2192
8211,M,4,4,1,1029,M,F,4996,S,1,22,false,2192
8212,M,2,3,-1,1029,M,S,4996,C,0,22,false,2192
8213,M,2,2,1,1029,M,F,4997,S,1,23,true,2193
8214,M,3,4,1,1029,M,S,4997,C,0,23,false,2193
8215,M,3,3,-1,1029,M,F,4998,S,-1,22,false,2193
8216,M,3,5,-1,1029,M,S,4998,S,0,22,false,2193
8217,M,3,4,1,1029,M,S,4998,C,0,22,false,2193
8218,M,3,3,-1,1029,L,F,4999,C,-1,21,false,2193
8219,P,1,1,-1,1030,M,F,5000,S,-1,20,false,2193
8220,M,4,5,-1,1030,L,S,5000,C,0,20,false,2193
8221,P,1,1,-1,1031,M,F,5001,C,-1,19,false,2193
8222,M,2,2,1,1031,M,F,5002,C,1,20,true,2194
8223,M,2,2,1,1031,M,F,5003,S,1,21,true,2195
8224,M,2,6,1,1031,M,S,5003,S,0,21,false,2195
8225,M,3,4,1,1031,M,S,5003,S,0,21,false,2195
8226,M,3,4,1,1031,M,S,5003,C,0,21,false,2195
8227,M,2,2,1,1031,M,F,5004,S,1,22,true,2196
8228,M,3,5,-1,1031,M,S,5004,C,0,22,false,2196
8229,M,3,3,-1,1031,M,F,5005,C,-1,21,false,2196
8230,M,3,3,-1,1031,L,F,5006,C,-1,20,false,2196
8231,P,1,1,-1,1032,M,F,5007,S,-1,19,false,2196
8232,M,3,7,-1,1032,L,S,5007,C,0,19,false,2196
8233,P,1,1,-1,1033,M,F,5008,C,-1,18,false,2196
8234,M,3,3,-1,1033,M,F,5009,S,-1,17,false,2196
8235,M,3,5,-1,1033,M,S,5009,S,0,17,false,2196
8236,M,3,4,1,1033,L,S,5009,C,0,17,false,2196
8237,P,1,1,-1,1034,M,F,5010,C,-1,16,false,2196
8238,M,3,3,-1,1034,M,F,5011,C,-1,15,false,2196
8239,M,3,3,-1,1034,M,F,5012,S,-1,14,false,2196
8240,M,3,6,1,1034,M,S,5012,C,0,14,false,2196
8241,M,3,3,-1,1034,M,F,5013,C,-1,13,false,2196
8242,M,3,3,-1,1034,L,F,5014,C,-1,12,false,2196
8243,P,1,1,-1,1035,M,F,5015,S,-1,11,false,2196
8244,M,3,5,-1,1035,M,S,5015,C,0,11,false,2196
8245,M,3,3,-1,1035,M,F,5016,C,-1,10,false,2196
8246,M,4,4,1,1035,M,F,5017,C,1,11,false,2196
8247,M,2,2,1,1035,M,F,5018,S,1,12,true,2197
8248,M,2,4,1,1035,M,S,5018,C,0,12,false,2197
8249,M,2,2,1,1035,M,F,5019,S,1,13,true,2198
8250,M,4,6,1,1035,M,S,5019,C,0,13,false,2198
8251,M,2,2,1,1035,M,F,5020,S,1,14,true,2199
8252,M,2,3,-1,1035,M,S,5020,S,0,14,false,2199
8253,M,3,4,1,1035,M,S,5020,C,0,14,false,2199
8254,M,2,2,1,1035,M,F,5021,C,1,15,true,2200
8255,M,3,3,-1,1035,M,F,5022,S,-1,14,false,2200
8256,M,3,8,1,1035,M,S,5022,C,0,14,false,2200
8257,M,2,2,1,1035,M,F,5023,C,1,15,true,2201
8258,M,2,2,1,1035,M,F,5024,C,1,16,true,2202
8259,M,2,2,1,1035,M,F,5025,S,1,17,true,2203
8260,M,4,5,-1,1035,M,S,5025,C,0,17,false,2203
8261,M,2,2,1,1035,M,F,5026,S,1,18,true,2204
8262,M,3,7,-1,1035,L,S,5026,C,0,18,false,2204
8263,P,1,1,-1,1036,M,F,5027,S,-1,17,false,2204
8264,M,2,4,1,1036,M,S,5027,C,0,17,false,2204
8265,M,4,4,1,1036,M,F,5028,C,1,18,false,2204
8266,M,2,2,1,1036,M,F,5029,C,1,19,true,2205
8267,M,2,2,1,1036,M,F,5030,S,1,20,true,2206
8268,M,4,5,-1,1036,L,S,5030,C,0,20,false,2206
8269,P,1,1,-1,1037,M,F,5031,C,-1,19,false,2206
8270,M,3,3,-1,1037,M,F,5032,S,-1,18,false,2206
8271,M,2,3,-1,1037,M,S,5032,S,0,18,false,2206
8272,M,3,6,1,1037,L,S,5032,C,0,18,false,2206
8273,P,1,1,-1,1038,M,F,5033,C,-1,17,false,2206
8274,M,4,4,1,1038,M,F,5034,S,1,18,false,2206
8275,M,2,3,-1,1038,M,S,5034,S,0,18,false,2206
8276,M,2,3,-1,1038,M,S,5034,C,0,18,false,2206
8277,M,3,3,-1,1038,M,F,5035,C,-1,17,false,2206
8278,M,2,2,1,1038,M,F,5036,C,1,18,true,2207
8279,M,2,2,1,1038,M,F,5037,S,1,19,true,2208
8280,M,4,7,-1,1038,M,S,5037,S,0,19,false,2208
8281,M,2,4,1,1038,M,S,5037,C,0,19,false,2208
8282,M,3,3,-1,1038,M,F,5038,C,-1,18,false,2208
8283,M,3,3,-1,1038,M,F,5039,S,-1,17,false,2208
8284,M,3,4,1,1038,M,S,5039,C,0,17,false,2208
8285,M,2,2,1,1038,M,F,5040,C,1,18,true,2209
8286,M,3,3,-1,1038,L,F,5041,C,-1,17,false,2209
8287,P,1,1,-1,1039,M,F,5042,S,-1,16,false,2209
8288,M,3,7,-1,1039,M,S,5042,S,0,16,false,2209
8289,M,2,4,1,1039,M,S,5042,C,0,16,false,2209
8290,M,3,3,-1,1039,L,F,5043,C,-1,15,false,2209
8291,P,1,1,-1,1040,M,F,5044,S,-1,14,false,2209
8292,M,3,4,1,1040,L,S,5044,C,0,14,false,2209
8293,P,1,1,-1,1041,M,F,5045,C,-1,13,false,2209
8294,M,4,4,1,1041,M,F,5046,C,1,14,false,2209
8295,M,4,4,1,1041,M,F,5047,S,1,15,false,2209
8296,M,3,5,-1,1041,L,S,5047,C,0,15,false,2209
8297,P,1,1,-1,1042,M,F,5048,S,-1,14,false,2209
8298,M,3,4,1,1042,M,S,5048,C,0,14,false,2209
8299,M,2,2,1,1042,M,F,5049,S,1,15,true,2210
8300,M,3,5,-1,1042,M,S,5049,C,0,15,false,2210
8301,M,2,2,1,1042,M,F,5050,C,1,16,true,2211
8302,M,3,3,-1,1042,M,F,5051,S,-1,15,false,2211
8303,M,2,3,-1,1042,M,S,5051,S,0,15,false,2211
8304,M,3,6,1,1042,M,S,5051,C,0,15,false,2211
8305,M,3,3,-1,1042,M,F,5052,C,-1,14,false,2211
8306,M,2,2,1,1042,M,F,5053,S,1,15,true,2212
8307,M,3,4,1,1042,M,S,5053,S,0,15,false,2212
8308,M,3,4,1,1042,M,S,5053,C,0,15,false,2212
8309,M,2,2,1,1042,M,F,5054,C,1,16,true,2213
8310,M,4,4,1,1042,L,F,5055,C,1,17,false,2213
8311,P,1,1,-1,1043,M,F,5056,S,-1,16,false,2213
8312,M,2,4,1,1043,M,S,5056,C,0,16,false,2213
8313,M,3,3,-1,1043,M,F,5057,C,-1,15,false,2213
8314,M,2,2,1,1043,M,F,5058,C,1,16,true,2214
8315,M,2,2,1,1043,M,F,5059,S,1,17,true,2215
8316,M,4,7,-1,1043,L,S,5059,C,0,17,false,2215
8317,P,1,1,-1,1044,M,F,5060,C,-1,16,false,2215
8318,M,2,2,1,1044,M,F,5061,C,1,17,true,2216
8319,M,3,3,-1,1044,M,F,5062,S,-1,16,false,2216
8320,M,3,9,-1,1044,M,S,5062,C,0,16,false,2216
8321,M,2,2,1,1044,M,F,5063,C,1,17,true,2217
8322,M,4,4,1,1044,M,F,5064,C,1,18,false,2217
8323,M,3,3,-1,1044,M,F,5065,S,-1,17,false,2217
8324,M,2,3,-1,1044,M,S,5065,S,0,17,false,2217
8325,M,3,5,-1,1044,M,S,5065,C,0,17,false,2217
8326,M,3,3,-1,1044,M,F,5066,C,-1,16,false,2217
8327,M,2,2,1,1044,M,F,5067,S,1,17,true,2218
8328,M,3,5,-1,1044,L,S,5067,C,0,17,false,2218
8329,P,1,1,-1,1045,M,F,5068,S,-1,16,false,2218
8330,M,4,5,-1,1045,M,S,5068,C,0,16,false,2218
8331,M,2,2,1,1045,M,F,5069,S,1,17,true,2219
8332,M,2,3,-1,1045,M,S,5069,C,0,17,false,2219
8333,M,2,2,1,1045,M,F,5070,S,1,18,true,2220
8334,M,3,4,1,1045,M,S,5070,C,0,18,false,2220
8335,M,2,2,1,1045,M,F,5071,S,1,19,true,2221
8336,M,2,5,-1,1045,M,S,5071,C,0,19,false,2221
8337,M,3,3,-1,1045,M,F,5072,C,-1,18,false,2221
8338,M,3,3,-1,1045,M,F,5073,C,-1,17,false,2221
8339,M,2,2,1,1045,M,F,5074,S,1,18,true,2222
8340,M,4,5,-1,1045,M,S,5074,C,0,18,false,2222
8341,M,2,2,1,1045,M,F,5075,C,1,19,true,2223
8342,M,3,3,-1,1045,M,F,5076,S,-1,18,false,2223
8343,M,2,5,-1,1045,M,S,5076,S,0,18,false,2223
8344,M,3,5,-1,1045,M,S,5076,C,0,18,false,2223
8345,M,2,2,1,1045,M,F,5077,C,1,19,true,2224
8346,M,4,4,1,1045,M,F,5078,C,1,20,false,2224
8347,M,2,2,1,1045,M,F,5079,S,1,21,true,2225
8348,M,2,3,-1,1045,M,S,5079,S,0,21,false,2225
8349,M,3,4,1,1045,M,S,5079,S,0,21,false,2225
8350,M,3,4,1,1045,M,S,5079,C,0,21,false,2225
8351,M,2,2,1,1045,M,F,5080,S,1,22,true,2226
8352,M,3,8,1,1045,L,S,5080,C,0,22,false,2226
8353,P,1,1,-1,1046,M,F,5081,C,-1,21,false,2226
8354,M,2,2,1,1046,M,F,5082,C,1,22,true,2227
8355,M,3,3,-1,1046,M,F,5083,S,-1,21,false,2227
8356,M,2,3,-1,1046,M,S,5083,C,0,21,false,2227
8357,M,2,2,1,1046,M,F,5084,C,1,22,true,2228
8358,M,4,4,1,1046,M,F,5085,C,1,23,false,2228
8359,M,2,2,1,1046,M,F,5086,S,1,24,true,2229
8360,M,4,6,1,1046,M,S,5086,S,0,24,false,2229
8361,M,2,3,-1,1046,M,S,5086,C,0,24,false,2229
8362,M,3,3,-1,1046,L,F,5087,C,-1,23,false,2229
8363,P,1,1,-1,1047,M,F,5088,S,-1,22,false,2229
8364,M,4,5,-1,1047,M,S,5088,C,0,22,false,2229
8365,M,3,3,-1,1047,M,F,5089,C,-1,21,false,2229
8366,M,3,3,-1,1047,M,F,5090,C,-1,20,false,2229
8367,M,2,2,1,1047,M,F,5091,S,1,21,true,2230
8368,M,2,5,-1,1047,L,S,5091,C,0,21,false,2230
8369,P,1,1,-1,1048,M,F,5092,S,-1,20,false,2230
8370,M,4,6,1,1048,M,S,5092,C,0,20,false,2230
8371,M,2,2,1,1048,M,F,5093,S,1,21,true,2231
8372,M,4,5,-1,1048,M,S,5093,C,0,21,false,2231
8373,M,2,2,1,1048,M,F,5094,C,1,22,true,2232
8374,M,3,3,-1,1048,M,F,5095,S,-1,21,false,2232
8375,M,2,4,1,1048,M,S,5095,S,0,21,false,2232
8376,M,3,5,-1,1048,L,S,5095,C,0,21,false,2232
8377,P,1,1,-1,1049,M,F,5096,C,-1,20,false,2232
8378,M,3,3,-1,1049,M,F,5097,S,-1,19,false,2232
8379,M,3,5,-1,1049,M,S,5097,S,0,19,false,2232
8380,M,3,4,1,1049,M,S,5097,S,0,19,false,2232
8381,M,2,3,-1,1049,M,S,5097,C,0,19,false,2232
8382,M,4,4,1,1049,M,F,5098,C,1,20,false,2232
8383,M,2,2,1,1049,M,F,5099,S,1,21,true,2233
8384,M,2,7,-1,1049,M,S,5099,C,0,21,false,2233
8385,M,4,4,1,1049,M,F,5100,C,1,22,false,2233
8386,M,3,3,-1,1049,L,F,5101,C,-1,21,false,2233
8387,P,1,1,-1,1050,M,F,5102,S,-1,20,false,2233
8388,M,3,5,-1,1050,L,S,5102,C,0,20,false,2233
8389,P,1,1,-1,1051,M,F,5103,C,-1,19,false,2233
8390,M,3,3,-1,1051,M,F,5104,C,-1,18,false,2233
8391,M,2,2,1,1051,M,F,5105,S,1,19,true,2234
8392,M,2,4,1,1051,M,S,5105,C,0,19,false,2234
8393,M,3,3,-1,1051,M,F,5106,C,-1,18,false,2234
8394,M,3,3,-1,1051,M,F,5107,C,-1,17,false,2234
8395,M,3,3,-1,1051,M,F,5108,S,-1,16,false,2234
8396,M,2,3,-1,1051,M,S,5108,S,0,16,false,2234
8397,M,2,4,1,1051,M,S,5108,C,0,16,false,2234
8398,M,4,4,1,1051,M,F,5109,C,1,17,false,2234
8399,M,2,2,1,1051,M,F,5110,S,1,18,true,2235
8400,M,4,8,1,1051,M,S,5110,C,0,18,false,2235
8401,M,2,2,1,1051,M,F,5111,C,1,19,true,2236
8402,M,2,2,1,1051,M,F,5112,C,1,20,true,2237
8403,M,2,2,1,1051,M,F,5113,S,1,21,true,2238
8404,M,3,4,1,1051,M,S,5113,S,0,21,false,2238
8405,M,2,3,-1,1051,M,S,5113,S,0,21,false,2238
8406,M,3,4,1,1051,M,S,5113,C,0,21,false,2238
8407,M,2,2,1,1051,M,F,5114,S,1,22,true,2239
8408,M,2,4,1,1051,M,S,5114,C,0,22,false,2239
8409,M,2,2,1,1051,M,F,5115,S,1,23,true,2240
8410,M,3,4,1,1051,M,S,5115,C,0,23,false,2240
8411,M,2,2,1,1051,M,F,5116,S,1,24,true,2241
8412,M,3,4,1,1051,M,S,5116,C,0,24,false,2241
8413,M,2,2,1,1051,M,F,5117,C,1,25,true,2242
8414,M,3,3,-1,1051,M,F,5118,S,-1,24,false,2242
8415,M,4,5,-1,1051,M,S,5118,S,0,24,false,2242
8416,M,2,6,1,1051,M,S,5118,C,0,24,false,2242
8417,M,2,2,1,1051,M,F,5119,C,1,25,true,2243
8418,M,4,4,1,1051,L,F,5120,C,1,26,false,2243
8419,P,1,1,-1,1052,M,F,5121,S,-1,25,false,2243
8420,M,3,4,1,1052,M,S,5121,C,0,25,false,2243
8421,M,3,3,-1,1052,M,F,5122,C,-1,24,false,2243
8422,M,2,2,1,1052,L,F,5123,C,1,25,true,2244
8423,P,1,1,-1,1053,M,F,5124,S,-1,24,false,2244
8424,M,3,8,1,1053,M,S,5124,S,0,24,false,2244
8425,M,2,3,-1,1053,M,S,5124,C,0,24,false,2244
8426,M,3,3,-1,1053,M,F,5125,S,-1,23,false,2244
8427,M,2,3,-1,1053,M,S,5125,S,0,23,false,2244
8428,M,3,5,-1,1053,L,S,5125,C,0,23,false,2244
8429,P,1,1,-1,1054,M,F,5126,C,-1,22,false,2244
8430,M,4,4,1,1054,L,F,5127,C,1,23,false,2244
8431,P,1,1,-1,1055,M,F,5128,S,-1,22,false,2244
8432,M,3,6,1,1055,M,S,5128,S,0,22,false,2244
8433,M,2,3,-1,1055,M,S,5128,C,0,22,false,2244
8434,M,2,2,1,1055,M,F,5129,C,1,23,true,2245
8435,M,3,3,-1,1055,M,F,5130,S,-1,22,false,2245
8436,M,4,5,-1,1055,M,S,5130,C,0,22,false,2245
8437,M,3,3,-1,1055,M,F,5131,C,-1,21,false,2245
8438,M,2,2,1,1055,M,F,5132,C,1,22,true,2246
8439,M,3,3,-1,1055,M,F,5133,S,-1,21,false,2246
8440,M,3,5,-1,1055,M,S,5133,C,0,21,false,2246
8441,M,2,2,1,1055,M,F,5134,S,1,22,true,2247
8442,M,4,5,-1,1055,L,S,5134,C,0,22,false,2247
8443,P,1,1,-1,1056,M,F,5135,S,-1,21,false,2247
8444,M,2,3,-1,1056,M,S,5135,C,0,21,false,2247
8445,M,3,3,-1,1056,M,F,5136,C,-1,20,false,2247
8446,M,3,3,-1,1056,L,F,5137,C,-1,19,false,2247
8447,P,1,1,-1,1057,M,F,5138,S,-1,18,false,2247
8448,M,3,10,1,1057,M,S,5138,C,0,18,false,2247
8449,M,3,3,-1,1057,M,F,5139,S,-1,17,false,2247
8450,M,3,5,-1,1057,M,S,5139,S,0,17,false,2247
8451,M,2,4,1,1057,M,S,5139,S,0,17,false,2247
8452,M,2,3,-1,1057,M,S,5139,C,0,17,false,2247
8453,M,2,2,1,1057,M,F,5140,C,1,18,true,2248
8454,M,3,3,-1,1057,M,F,5141,C,-1,17,false,2248
8455,M,3,3,-1,1057,M,F,5142,S,-1,16,false,2248
8456,M,3,5,-1,1057,M,S,5142,C,0,16,false,2248
8457,M,2,2,1,1057,M,F,5143,C,1,17,true,2249
8458,M,2,2,1,1057,M,F,5144,C,1,18,true,2250
8459,M,2,2,1,1057,M,F,5145,S,1,19,true,2251
8460,M,4,6,1,1057,L,S,5145,C,0,19,false,2251
8461,P,1,1,-1,1058,M,F,5146,C,-1,18,false,2251
8462,M,2,2,1,1058,M,F,5147,C,1,19,true,2252
8463,M,4,4,1,1058,M,F,5148,S,1,20,false,2252
8464,M,2,6,1,1058,M,S,5148,C,0,20,false,2252
8465,M,2,2,1,1058,M,F,5149,C,1,21,true,2253
8466,M,4,4,1,1058,L,F,5150,C,1,22,false,2253
8467,P,1,1,-1,1059,M,F,5151,S,-1,21,false,2253
8468,M,3,4,1,1059,M,S,5151,S,0,21,false,2253
8469,M,2,3,-1,1059,M,S,5151,S,0,21,false,2253
8470,M,4,5,-1,1059,M,S,5151,C,0,21,false,2253
8471,M,2,2,1,1059,M,F,5152,S,1,22,true,2254
8472,M,3,5,-1,1059,M,S,5152,C,0,22,false,2254
8473,M,2,2,1,1059,M,F,5153,C,1,23,true,2255
8474,M,3,3,-1,1059,M,F,5154,S,-1,22,false,2255
8475,M,3,4,1,1059,M,S,5154,S,0,22,false,2255
8476,M,3,4,1,1059,M,S,5154,S,0,22,false,2255
8477,M,2,3,-1,1059,M,S,5154,S,0,22,false,2255
8478,M,3,5,-1,1059,M,S,5154,C,0,22,false,2255
8479,M,2,2,1,1059,M,F,5155,S,1,23,true,2256
8480,M,3,7,-1,1059,M,S,5155,C,0,23,false,2256
8481,M,3,3,-1,1059,M,F,5156,C,-1,22,false,2256
8482,M,2,2,1,1059,M,F,5157,C,1,23,true,2257
8483,M,2,2,1,1059,M,F,5158,S,1,24,true,2258
8484,M,4,5,-1,1059,M,S,5158,C,0,24,false,2258
8485,M,2,2,1,1059,M,F,5159,C,1,25,true,2259
8486,M,2,2,1,1059,M,F,5160,S,1,26,true,2260
8487,M,3,4,1,1059,M,S,5160,S,0,26,false,2260
8488,M,2,4,1,1059,M,S,5160,C,0,26,false,2260
8489,M,2,2,1,1059,M,F,5161,C,1,27,true,2261
8490,M,4,4,1,1059,M,F,5162,C,1,28,false,2261
8491,M,2,2,1,1059,M,F,5163,S,1,29,true,2262
8492,M,3,4,1,1059,M,S,5163,C,0,29,false,2262
8493,M,3,3,-1,1059,M,F,5164,C,-1,28,false,2262
8494,M,3,3,-1,1059,M,F,5165,C,-1,27,false,2262
8495,M,2,2,1,1059,M,F,5166,S,1,28,true,2263
8496,M,3,7,-1,1059,M,S,5166,C,0,28,false,2263
8497,M,2,2,1,1059,M,F,5167,C,1,29,true,2264
8498,M,3,3,-1,1059,M,F,5168,C,-1,28,false,2264
8499,M,2,2,1,1059,M,F,5169,S,1,29,true,2265
8500,M,3,6,1,1059,L,S,5169,C,0,29,false,2265
8501,P,1,1,-1,1060,M,F,5170,C,-1,28,false,2265
8502,M,4,4,1,1060,M,F,5171,C,1,29,false,2265
8503,M,2,2,1,1060,M,F,5172,S,1,30,true,2266
8504,M,2,4,1,1060,M,S,5172,S,0,30,false,2266
8505,M,3,7,-1,1060,M,S,5172,C,0,30,false,2266
8506,M,2,2,1,1060,M,F,5173,C,1,31,true,2267
8507,M,2,2,1,1060,M,F,5174,S,1,32,true,2268
8508,M,3,4,1,1060,M,S,5174,C,0,32,false,2268
8509,M,2,2,1,1060,M,F,5175,C,1,33,true,2269
8510,M,4,4,1,1060,M,F,5176,C,1,34,false,2269
8511,M,2,2,1,1060,M,F,5177,S,1,35,true,2270
8512,M,3,8,1,1060,L,S,5177,C,0,35,false,2270
8513,P,1,1,-1,1061,M,F,5178,S,-1,34,false,2270
8514,M,4,5,-1,1061,M,S,5178,C,0,34,false,2270
8515,M,3,3,-1,1061,M,F,5179,S,-1,33,false,2270
8516,M,2,3,-1,1061,M,S,5179,C,0,33,false,2270
8517,M,3,3,-1,1061,M,F,5180,C,-1,32,false,2270
8518,M,2,2,1,1061,M,F,5181,C,1,33,true,2271
8519,M,2,2,1,1061,M,F,5182,S,1,34,true,2272
8520,M,4,6,1,1061,L,S,5182,C,0,34,false,2272
8521,P,1,1,-1,1062,M,F,5183,C,-1,33,false,2272
8522,M,2,2,1,1062,M,F,5184,S,1,34,true,2273
8523,M,2,3,-1,1062,M,S,5184,S,0,34,false,2273
8524,M,2,3,-1,1062,M,S,5184,S,0,34,false,2273
8525,M,3,4,1,1062,M,S,5184,S,0,34,false,2273
8526,M,4,5,-1,1062,L,S,5184,C,0,34,false,2273
8527,P,1,1,-1,1063,M,F,5185,S,-1,33,false,2273
8528,M,3,6,1,1063,M,S,5185,C,0,33,false,2273
8529,M,2,2,1,1063,M,F,5186,C,1,34,true,2274
8530,M,3,3,-1,1063,M,F,5187,C,-1,33,false,2274
8531,M,2,2,1,1063,M,F,5188,S,1,34,true,2275
8532,M,3,6,1,1063,M,S,5188,C,0,34,false,2275
8533,M,3,3,-1,1063,M,F,5189,C,-1,33,false,2275
8534,M,3,3,-1,1063,M,F,5190,C,-1,32,false,2275
8535,M,3,3,-1,1063,M,F,5191,S,-1,31,false,2275
8536,M,3,5,-1,1063,L,S,5191,C,0,31,false,2275
8537,P,1,1,-1,1064,M,F,5192,C,-1,30,false,2275
8538,M,3,3,-1,1064,L,F,5193,C,-1,29,false,2275
8539,P,1,1,-1,1065,M,F,5194,S,-1,28,false,2275
8540,M,4,5,-1,1065,M,S,5194,S,0,28,false,2275
8541,M,3,4,1,1065,M,S,5194,C,0,28,false,2275
8542,M,2,2,1,1065,L,F,5195,C,1,29,true,2276
8543,P,1,1,-1,1066,M,F,5196,S,-1,28,false,2276
8544,M,3,7,-1,1066,M,S,5196,C,0,28,false,2276
8545,M,2,2,1,1066,M,F,5197,C,1,29,true,2277
